conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23cb29ec-5738-4966-8453-09952ed8c1fc,desarrollar técnicas de biorremediación,released,skill/competence,occupation-specific,desarrollar técnicas de biorreparación | desarrollar técnicas de tratamiento biologico de la contaminación | elaborar técnicas de biorremediación,Investigar y elaborar nuevos métodos para neutralizar o eliminar contaminantes con el uso de organismos que transformarán los contaminantes en sustancias menos tóxicas.,http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458 | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,pensar de manera innovadora | realizar estudios académicos o de mercado
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23dc8bb2-1091-461e-9095-a048b7ffa009,normativa de gestión medioambiental en los aeropuertos,released,knowledge,sector-specific,leyes de gestión medioambiental en los aeropuertos | legislación de gestión medioambiental en los aeropuertos,"La normativa oficial relativa a las normas medioambientales de los aeropuertos, dictadas por códigos nacionales para la planificación de las instalaciones aeroportuarias y los desarrollos correspondientes. Esto incluye aspectos normativos que regulan el ruido y las consideraciones medioambientales, las medidas de sostenibilidad y las repercusiones en relación con el uso del terreno, las emisiones y la atenuación de los riesgos derivados de la vida silvestre.",http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2474e095-309f-4283-b880-6a3a9aec4d34,evaluar el impacto de la tala sobre la fauna silvestre,released,skill/competence,sector-specific,estudiar el impacto de la explotación forestal en la flora y fauna silvestres | evaluar el impacto de la explotación forestal en la flora y fauna silvestres | analizar el impacto de la explotación forestal en la flora y fauna silvestres,Controlar la población silvestre y los hábitats respecto al impacto de la tala de madera y otras operaciones forestales.,http://data.europa.eu/esco/skill/62d227f1-3765-42f9-ab47-aaf8f7b423e8 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,efectuar el seguimiento de la vida silvestre | evaluar el impacto ambiental | hacer seguimiento de condiciones medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2479ac51-f43f-42d1-a912-ff000b351439,coordinar investigaciones forestales,released,skill/competence,occupation-specific,organizar investigaciones forestales | gestionar investigaciones forestales,"Coordinar los estudios de investigación forestal que impliquen la gestión y conservación forestal, la mejora de los árboles, la agrosilvicultura, la silvicultura, la patología y la selección del suelo con el fin de mejorar la productividad.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,"dirigir, supervisar y coordinar proyectos"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2492becf-6769-4431-8e95-bee41b36232a,garantizar un abastecimiento responsable en las cadenas de suministro alimentario,released,skill/competence,sector-specific,garantizar el abastecimiento responsable en las cadenas de suministro de alimentos | establecer un abastecimiento responsable en las cadenas de suministro de alimentos | establecer un abastecimiento responsable en las cadenas de suministro alimentario,"Esforzarse por garantizar que los productos e ingredientes de la cadena alimentaria se obtengan de forma sostenible. Esto implica el pleno cumplimiento de la legislación laboral y medioambiental, así como la colaboración con los proveedores locales para reducir la huella ambiental de la cadena de suministro.
	",http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,cumplir los procedimientos operativos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24ae68dc-59c5-4156-b25b-3070bfdaa79e,seguir prácticas laborales sostenibles desde el punto de vista medioambiental en el sector veterinario,released,skill/competence,occupation-specific,cumplir prácticas de trabajo en el sector veterinario sostenibles desde el punto de vista medioambiental | realizar trabajo en el sector veterinario aplicando prácticas sostenibles desde el punto de vista medioambiental | trabajar aplicando prácticas sostenibles desde el punto de vista medioambiental en el sector veterinario | trabajar en el sector veterinario aplicando prácticas sostenibles desde el punto de vista medioambiental,"Contribuir a la protección del medio ambiente, respetando los principios, políticas y normativas de sostenibilidad relacionados con el trabajo con animales.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptar vías para reducir el impacto negativo del consumo | cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25fb676a-cf69-487d-a9c1-273c6f291b6a,energía eólica,released,knowledge,sector-specific,energía eólica renovable,"Energía renovable que aprovecha la fuerza del viento, transformando la energía cinética del aire en electricidad. La energía eólica requiere la construcción de parques eólicos en tierra o en alta mar, ya que la extracción de energía se realiza a través de turbinas eólicas.
	",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,tecnologías de energías renovables | electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/270c4de9-97f9-4a7a-95d1-63670f1ec3bc,gestión de ecosistemas,released,knowledge,sector-specific,estrategias de gestión de ecosistemas,"El conjunto de enfoques que tiene en cuenta el efecto de una decisión de gestión en otros elementos de un ecosistema. También aborda la optimización de diversas estrategias de gestión y los retos derivados de la fragmentación de los paisajes.
	",http://data.europa.eu/esco/isced-f/0413,gestión y administración
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27273605-2400-4392-a6d6-cc8161a2d445,garantizar el cumplimiento de las regulaciones legislativas sobre residuos,released,skill/competence,cross-sector,asegurar el cumplimiento de las regulaciones legislativas sobre los residuos | velar por el cumplimiento de las regulaciones legislativas sobre los residuos,"Aplicar y supervisar los procedimientos de las empresas para la recogida, el transporte y la eliminación de residuos, de conformidad con todos los reglamentos y requisitos legales.",http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/35dc2a23-cdc3-4291-930f-927ba2911949,garantizar el cumplimiento de la legislación ambiental | garantizar el cumplimiento de los requisitos legales | velar por el cumplimiento de la legislación
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/273407b4-0b00-4166-8211-1fc6bbcb6b42,aplicar técnicas de humectación y secado en alternancia,released,skill/competence,sector-specific,,"Aplicar técnicas de humectación y secado en alternancia para el cultivo de arroz procediendo al riego unos días después de que haya desaparecido el agua estancada. Utilizar un tubo de agua para controlar la profundidad del agua.
	",http://data.europa.eu/esco/skill/a5b308e8-78b7-4376-bdf8-7dfe047d62a2 | http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,regar el suelo | cultivar terrenos y plantar cultivos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ad6528-0914-4049-87c0-2f05791d0e2e,diseñar un sistema de domótica para edificios,released,skill/competence,sector-specific,,"Diseñar un sistema de domótica completo para edificios teniendo en cuenta cada uno de los componentes elegidos. Sopesar qué componentes y sistemas deben incluirse en la domótica y cuáles resulta menos útil incluir en lo referente al ahorro energético.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,diseñar sistemas o equipos eléctricos o electrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27b6623b-e09c-4112-9672-8ddb9e354b9e,uso del suelo en relación con la planificación de un aeropuerto,released,knowledge,occupation-specific,uso del terreno en relación con la planificación de un aeropuerto | utilización del suelo en relación con la planificación de un aeropuerto,"Comprender en profundidad los principios que rigen el uso del suelo para actividades humanas dentro y alrededor de los aeropuertos; tener en cuenta el impacto en los recursos naturales como el agua, el suelo, los nutrientes y la vida silvestre.",http://data.europa.eu/esco/isced-f/0731 | http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,arquitectura y urbanismo | planificación urbana
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27c7910a-c3b5-4d8d-a713-a6c334929a42,ordenación territorial,released,knowledge,sector-specific,principios de ordenación del territorio | principios de planificación espacial,"Campo de estudio interdisciplinar entre la ingeniería y las ciencias sociales. Se refiere a la planificación de procesos económicos, medioambientales y sociales para objetivos específicos. Estos procesos se combinan con diagramas y la representación visual de las actividades socioespaciales.
	",http://data.europa.eu/esco/isced-f/0732 | http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,construcción e ingeniería civil | planificación urbana
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e,sistemas para el seguimiento del desperdicio de alimentos,released,knowledge,sector-specific,,"Las características, los beneficios y las formas de utilizar herramientas digitales para recabar, someter a seguimiento y evaluar datos sobre el desperdicio de alimentos en una organización o un establecimiento de hostelería.
   ",http://data.europa.eu/esco/isced-f/0612,diseño y administración de redes y bases de datos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28ad7c97-9fb3-4b1d-846a-654e529ab8ac,fabricación sostenible,released,knowledge,cross-sector,productos forestales sostenibles | fabricación ecológica | fabricación eficiente en el uso de los recursos | fabricación neutra en carbono | fabricación eficiente en el uso de recursos | fabricación respetuosa con el medio ambiente | producción sostenible,"Generación de productos manufacturados por medio de un proceso productivo eficiente y sostenible que mejora el ahorro de recursos naturales y energéticos y minimiza las repercusiones ambientales negativas.
	",http://data.europa.eu/esco/isced-f/072,industria y producción
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28bc5334-5372-4bd6-8458-c2b516dd6104,recoger residuos industriales,released,skill/competence,cross-sector,recuperar residuos radiactivos | recoger desechos industriales | recuperar residuos industriales peligrosos y no peligrosos,"Recoger desechos no peligrosos o peligrosos producidos por actividades industriales, como pinturas, productos químicos, subproductos industriales y desechos radiactivos.",http://data.europa.eu/esco/skill/f8c676de-c871-424f-9a65-77059d07910a,manipular y eliminar residuos y materiales peligrosos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29bfe2cd-f011-4f94-a3aa-f77768e60460,analizar el consumo de energía,released,skill/competence,cross-sector,evaluar el consumo de energía,"Evaluar y analizar la cantidad total de energía utilizada por una empresa o institución, valorando las necesidades vinculadas a los procesos operativos y determinando las causas del consumo superfluo.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,pensar de manera crítica | analizar operaciones empresariales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29c60c96-d71c-4a6e-ad81-fca0a4e48925,restauración de hábitats,released,knowledge,sector-specific,restauración de ecosistemas | regeneración del ecosistema | restauración del ecosistema | rehabilitación del hábitat | rehabilitación de hábitats | regeneración de ecosistemas | restauración ecológica,"Proceso de reparación y rehabilitación de zonas que han sufrido la destrucción del hábitat, la alteración del fondo marino o la amenaza de extinción de algunas especies animales y vegetales. La restauración de hábitats también implica la mitigación de la contaminación, la erosión y la deforestación. El procedimiento de restauración para recrear la biodiversidad y un ecosistema operativo requiere conocimientos sobre la protección, la gestión y el restablecimiento de las especies mediante el retorno de los factores bióticos y abióticos a niveles históricos.
	",http://data.europa.eu/esco/isced-f/0522,medio ambientes naturales y vida silvestre
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29f57ff2-2f7f-41e2-a1ed-30b3175c91a3,inspeccionar tejados respecto a fuentes de contaminación de aguas pluviales,released,skill/competence,sector-specific,evitar la contaminación de aguas pluviales en tejados,"Asegurarse de que el tejado que recogerá aguas pluviales no contamine el agua con sustancias químicas, vectores de enfermedades y otros contaminantes biológicos.",http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/f27bc0b0-5270-4467-9ea8-d6e8c2dbd9dc,"realizar seguimiento, inspección y ensayos | inspeccionar tejados"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a2e85d7-75cc-40b4-8a34-82277d72eb84,supervisar la eliminación de desechos,released,skill/competence,sector-specific,inspeccionar la eliminación de desechos | verificar la eliminación de desechos | controlar la eliminación de desechos,Supervisar la eliminación de los residuos biológicos y de los residuos químicos con arreglo a la normativa.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,dirigir actividades operativas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a45f2d1-8f1a-4c62-9332-cfd3535d9d35,mantener equipos de tratamiento de agua,released,skill/competence,sector-specific,reparar equipos de tratamiento de agua | realizar tareas de mantenimiento en sistemas de tratamiento de agua | garantizar el buen funcionamiento de equipos de tratamiento de agua,Realizar tareas de reparación y mantenimiento rutinarios de los equipos utilizados en los procesos de purificación y tratamiento del agua y las aguas residuales.,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6 | http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,realizar procedimientos de tratamiento de agua | instalar componentes de madera y de metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a74063a-d4b1-42fb-bc90-cb8c06ff53ec,instalar calentadores solares de agua,released,skill/competence,cross-sector,instalador de calentador de agua solar | instalar calentadores fotovoltaicos de agua | instalador de paneles solares para el agua | colocar calentadores solares de agua,"Colocar calentadores solares de agua que utilizan la luz solar para calentar el agua. Buscar una buena ubicación para los calentadores, a menudo en el tejado de una estructura, colocarlos y conectarlos al suministro de agua. Instalar el calentador de agua para su uso.",http://data.europa.eu/esco/skill/982ccb23-102c-4d7a-a899-4df50a032def | http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"instalar sistemas de energía solar concentrada | instalar equipos de calefacción, ventilación y aire acondicionado"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a910a87-2253-404c-b75d-05af9b3363e3,controlar plagas y enfermedades en bosques,released,skill/competence,occupation-specific,realizar control de plagas y enfermedades en bosques | proteger bosques contra plagas y enfermedades | adoptar medidas de control de plagas y enfermedades en bosques,"Proteger los cultivos forestales contra las plagas y enfermedades aplicando medidas de control químico, saneamiento y erradicación.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,asesorar sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a95d8f8-dcd8-4052-9805-2dd9c507d372,gestionar buques petroleros de alta mar,released,skill/competence,sector-specific,supervisar buques petroleros de alta mar | controlar buques petroleros de alta mar,Gestionar las operaciones de aligeramiento de los petroleros de alta mar y garantice que los procedimientos a lo largo de las operaciones sean seguros y respetuosos con el medio ambiente.,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalar componentes de madera y de metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821,evaluar el impacto ambiental de la conducta personal,released,skill/competence,transversal,,"Adoptar una mentalidad centrada en la sostenibilidad en la vida diaria y reflexionar sobre la actitud ecológica propia y sobre el impacto ambiental de la conducta personal.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,hacer uso de capacidades y competencias medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2afefe51-4dcf-4314-a014-7c0477ee7372,aplicar tratamientos al agua,released,skill/competence,sector-specific,tratar agua contaminada | tratar agua | evitar la contaminación del agua,"Realizar periódicamente pruebas del agua, velando por que la gestión del agua y los procesos de filtración sigan prácticas razonables de gestión, normas industriales o prácticas agrícolas comúnmente aceptadas. Registre las contaminaciones del agua, la fuente de contaminación y la remediación de la contaminación. Adopte medidas de atenuación para evitar una mayor contaminación.",http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,controlar la calidad de los productos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b281511-176e-4f7c-a581-0875d3c4cb51,legislación forestal,released,knowledge,sector-specific,normativa en materia forestal | reglamento forestal | ordenación forestal,"Las normas legales aplicables a la silvicultura: derecho agrícola, derecho rural y leyes de caza y pesca.",http://data.europa.eu/esco/isced-f/0821,silvicultura
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b8d193d-4e87-41d0-8221-979c274b935c,garantizar el cumplimiento de las normas de acuicultura,released,skill/competence,sector-specific,asegurar el cumplimiento de las normas de acuicultura | velar por el cumplimiento de las normas de acuicultura,Garantizar que las operaciones se ajustan a las normas relativas a la acuicultura sostenible.,http://data.europa.eu/esco/skill/3374fb57-056f-49e0-9fc5-000465e13794,enseñar procedimientos de seguridad
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bc626f8-32ce-4131-9f65-c52929d55a95,sistemas de calefacción eléctrica,released,knowledge,sector-specific,,"Los sistemas de calefacción eléctrica contribuyen al confort interior y al ahorro de energía cuando se dan las condiciones adecuadas (uso de baja frecuencia o edificios muy bien aislados). Incluyen la calefacción por infrarrojos y la calefacción eléctrica por suelos/paredes.
	",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bdc2f65-b42f-4963-abff-d7214ca4caae,normas sobre emisiones,released,knowledge,cross-sector,normas de emisiones | normativa de emisiones,Las limitaciones legales de la cantidad de contaminantes que pueden emitirse al medio ambiente. El marco legislativo de la UE que regula las normas de emisiones para la conducción de vehículos.,http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2be2d20e-1191-4f85-8f8c-d49a60ca428a,difundir normativas sobre reciclaje,released,skill/competence,sector-specific,dar a conocer normas de reciclaje | impartir formación sobre normas de reciclaje,"Informar a las organizaciones y a las personas sobre los procedimientos y la legislación correctos en relación con el reciclado de los distintos tipos de residuos en distintos tipos de contenedores, procedimientos de recogida de residuos y sobre las sanciones derivadas del incumplimiento de la legislación.",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,formar sobre procedimientos operativos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c8199c8-4e40-49b3-b878-caee6e1c1bc0,investigar incidentes de contaminación,released,skill/competence,sector-specific,analizar episodios de contaminación | examinar incidentes de contaminación,"Identificar la causa de los incidentes de contaminación, así como su naturaleza y el alcance de los riesgos, realizando pruebas en el lugar de la contaminación, así como en un laboratorio e investigando.",http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/fac6dbca-0d38-48a0-a255-d2beea8156d6,realizar investigaciones ambientales | hacer seguimiento de condiciones medioambientales | prevenir la contaminación marina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,impartir formación sobre cuestiones ambientales,released,skill/competence,cross-sector,brindar capacitación sobre cuestiones ambientales | desarrollar cursos de formación sobre cuestiones ambientales | impartir conocimientos sobre cuestiones ambientales | llevar a cabo programas de formación sobre cuestiones ambientales,Impartir la formación del personal y garantice que todos los miembros de la mano de obra comprendan cómo pueden contribuir a mejorar el comportamiento medioambiental.,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,hacer que otras personas adopten conductas positivas para el medio ambiente | instruir a otras personas | formar sobre procedimientos operativos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d158a78-179e-48e3-ab6f-dd5df7aedadb,mantener hábitats acuáticos,released,skill/competence,occupation-specific,,"Eliminar barreras artificiales que impidan el movimiento de organismos acuáticos, como acueductos y presas. Mantener y recuperar la vegetación natural en el litoral. Minimizar la erosión en litorales convertidos. Evitar la propagación de especies acuáticas invasoras y patógenos y controlarla cuando sea posible.
	",http://data.europa.eu/esco/skill/a28c96cd-a43d-4143-b992-903356d0923e | http://data.europa.eu/esco/skill/e52cd6e7-f8dc-4f6f-b988-5554423f53fb,gestionar hábitats | cuidar y criar animales acuáticos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d73b2d4-2dfd-42e9-a9f4-106d9c58a4b9,sistemas integrados de alimentos y energía,released,knowledge,cross-sector,,"La integración de la producción de alimentos y energía en los sistemas de explotación agrícola y producción de alimentos.
	",http://data.europa.eu/esco/isced-f/0888,"programas y certificaciones interdisciplinarios relacionados con la agricultura, la silvicultura, la pesca y la veterinaria"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2dd79277-f639-463d-b74f-00b7501d742d,técnicas de descontaminación,released,knowledge,sector-specific,,Los métodos y las técnicas utilizados para la descontaminación de residuos mediante la eliminación o neutralización de la sustancia nociva.,http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e55bf22-45f2-43f6-8aa0-28894263313d,motores eléctricos,released,knowledge,sector-specific,motores accionados por electricidad | motores accionados por energía eléctrica,Los motores capaces de convertir la energía eléctrica en energía mecánica.,http://data.europa.eu/esco/isced-f/0716,"vehículos, barcos y aeronaves motorizadas"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e77d381-df21-4f84-b3dd-6062be7ef4e1,proteger las plantas durante el control de plagas,released,skill/competence,occupation-specific,,Aplicar técnicas para proteger a las plantas de los productos químicos peligrosos utilizados en el control de plagas.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptar vías para reducir el impacto negativo del consumo | controlar plagas | cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1,diseñar la hermeticidad de los edificios,released,skill/competence,sector-specific,,"Abordar la hermeticidad del edificio como parte del concepto de la conservación de la energía. Orientar el diseño de la hermeticidad para lograr el nivel de hermeticidad deseado.
	",http://data.europa.eu/esco/skill/7c3cde53-9ff7-4e82-8396-13fdfadd3432 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,diseñar edificios | diseñar estructuras o instalaciones
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,mantener sistemas de control de riego,released,skill/competence,sector-specific,programar sistemas de control de riego,"Mantener y programar distintos tipos de controladores de riego, incluidos los sistemas de control mecánico, solar, digital e informático.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"mantener sistemas de irrigación | mantener aparatos eléctricos, electrónicos y de precisión"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f48c606-a936-46a4-9058-dd925973efd6,medir los parámetros de calidad del agua,released,skill/competence,sector-specific,medir la temperatura del agua | medir la salinidad del agua | medir el oxígeno del agua,"Garantizar la calidad del agua teniendo en cuenta varios elementos, como la temperatura.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,medir dimensiones y propiedades relacionadas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff,empresa social,released,knowledge,sector-specific,emprendimiento social | compañía social | empresa socialmente responsable,La empresa que utiliza sus beneficios para reinvertir en misiones sociales que tienen un impacto social o medioambiental en la sociedad.,http://data.europa.eu/esco/isced-f/0923,trabajo social y orientación
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2fb4b423-c1e4-407d-ba48-38032d8dcda2,gestionar rocas estériles,released,skill/competence,sector-specific,,"Trasladar los restos y residuos recogidos al punto de recogida designado y elimínelos con arreglo a los requisitos legales y organizativos.
	",http://data.europa.eu/esco/skill/cc948c21-aa71-47c5-8df6-c5d0deb99eb2 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,gestionar los residuos durante las actividades de limpieza | eliminar residuos o escombros no peligrosos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/303c6ab0-21c3-4b09-ac77-d405936857d9,materiales de instalación sostenibles,released,knowledge,sector-specific,,"Los tipos de materiales de instalación que minimizan el impacto negativo del edificio y de su construcción en el entorno exterior durante todo su ciclo de vida.
	",http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba | http://data.europa.eu/esco/isced-f/0732,industria de los materiales de construcción | construcción e ingeniería civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30685aeb-512f-4517-adc8-63bdc1eefb8e,diseñar un sistema de calefacción por paneles solares,released,skill/competence,sector-specific,,"Diseñar un sistema de energía solar térmica. Calcular la demanda exacta de calefacción del edificio y la demanda exacta de agua caliente sanitaria para determinar la capacidad correspondiente (kW, litros). Realizar un diseño detallado de la instalación, el principio y la estrategia de automatización utilizando los productos y conceptos disponibles. Determinar y calcular la calefacción externa.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,diseñar sistemas o equipos eléctricos o electrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/306d9964-2d32-4952-927a-e836bf7041ab,fertilizantes naturales,released,knowledge,occupation-specific,,"La composición y la acción de fertilizantes naturales/orgánicos, tales como fertilizantes minerales o fertilizantes de origen animal o vegetal.",http://data.europa.eu/esco/isced-f/0811,producción agrícola y ganadera
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30783499-3872-4b14-9684-6217e98c6e1d,vertido de residuos recogidos,released,knowledge,sector-specific,eliminación de residuos recogidos | descarga de residuos recogidos,Los procedimientos que deben seguirse para verter los residuos recogidos de forma segura y en el lugar designado para ello.,http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe,acuaponía,released,knowledge,sector-specific,,"Los principios y las técnicas que combinan la hidroponía y la acuicultura para producir alimentos destinados al consumo humano de una manera sostenible, tomando como base la recirculación del agua entre compartimentos de piscicultura y de cultivo de plantas.
   ",http://data.europa.eu/esco/isced-f/0811,producción agrícola y ganadera
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,describir el sistema de propulsión eléctrico,released,skill/competence,sector-specific,,"Describir el sistema de propulsión eléctrico completo con todos los componentes necesarios. Dichos componentes son el inversor, el motor eléctrico y los demás elementos auxiliares, como el convertidor CC-CC y los cargadores.
	",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,facilitar información al público y a los clientes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,desarrollar estrategias de gestión de residuos peligrosos,released,skill/competence,cross-sector,elaborar estrategias de gestión de vertidos industriales | planificar estrategias de tratamiento de residuos peligrosos | prever estrategias de gestión de residuos contaminantes | diseñar estrategias de gestión de residuos peligrosos,"Desarrollar estrategias dirigidas a aumentar la eficiencia en la gestión de las instalaciones de tratamiento, transporte y eliminación de residuos peligrosos, como los residuos radiactivos, las sustancias químicas y la electrónica.",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,desarrollar objetivos y estrategias | elaborar estrategias para resolver problemas
